"";"Iteración 1";"Iteración 2";"Iteración 3";"Iteración 4";"Iteración 5";"Iteración 6";"Iteración 7"
"(Intercept)";0;0;0;0;0;0;0
"ocupantes_conteo_robus3";-0,109701007704267;-0,000933179765596944;-0,00333094346042165;0,00294845107652213;0,0027554203776134;0,004761118872546;-0,000698013154357524
"temperatura_exterior";1,01890468334386;0,00628963843500996;0,00793416291797551;0,000768939390933279;-0,00208487839389263;-0,00766893894088438;-0,00725580948847771
"energia_agua_refrigerada";-0,190441999431628;-0,0282937258875157;-0,0345434826894453;-0,0300621106730903;-0,0315765908127235;-0,024395060210423;-0,00903494712094904
"radiacion_global_fachada";-0,0117794094938129;0,000367038933102244;0,000129145979571619;3,94070812986365e-05;2,72638710503679e-05;-4,55243406408366e-06;-0,000103249703634078
"temperatura_interior_1";NA;0,991645102876067;1,10727919121237;1,11878598612195;1,1041846853092;1,08026636680397;1,04752455276347
"ocupantes_conteo_robus3_1";NA;-0,00971798685953478;0,0101704692845177;-0,00300926609849371;-0,00400934511151204;-0,00642330270728579;0,00424793227050769
"temperatura_exterior_1";NA;0,00343621827493677;0,00156105535700167;-0,00189160583963916;0,00235772853813078;0,00554185206314448;-0,00271793712295648
"energia_agua_refrigerada_1";NA;-0,00373408850675597;0,00555576806192179;-0,0140286382972391;-0,00827833790721868;-0,00878944211878995;-0,011764202952216
"radiacion_global_fachada_1";NA;-0,000333429389276378;-0,000159747854321118;-2,52926092620817e-05;-3,46373983784482e-05;6,50336779270774e-06;-2,09260216472719e-05
"temperatura_interior_2";NA;NA;-0,119675174288972;-0,316696168726459;-0,292100597939909;-0,282635988592396;-0,283891263569363
"ocupantes_conteo_robus3_2";NA;NA;-0,0182663380036834;0,00430076708983549;0,00448189276449548;0,00368671628223872;-0,00457337023270436
"temperatura_exterior_2";NA;NA;0,0046417882393091;0,0293311999398662;0,0151374608623868;0,0182177205023616;0,0228263194445916
"energia_agua_refrigerada_2";NA;NA;0,00519437529902946;-0,0477688989358186;-0,0469096535856642;-0,0450827627375007;-0,0559604092518182
"radiacion_global_fachada_2";NA;NA;-0,000134212684569189;-0,000295614457924579;-0,000331539973632671;-0,000372493172699634;-0,000183799306006072
"temperatura_interior_3";NA;NA;NA;0,192932718545256;0,106789703019812;0,13228444555199;0,148958216329892
"ocupantes_conteo_robus3_3";NA;NA;NA;-0,0196599238860734;-0,0168842463218745;-0,0155455602907779;-0,0136931165617091
"temperatura_exterior_3";NA;NA;NA;-0,0210747067594528;-0,00144451365959073;-0,0153888621695346;-0,00728619774742825
"energia_agua_refrigerada_3";NA;NA;NA;0,103453664749627;0,111099148650401;0,113591136863977;0,10624630242783
"radiacion_global_fachada_3";NA;NA;NA;7,11757279079533e-05;0,000611754116192985;0,000660758541119094;0,000546923888258989
"temperatura_interior_4";NA;NA;NA;NA;0,0777120071618368;-0,0413970263300983;-0,0341237182433045
"ocupantes_conteo_robus3_4";NA;NA;NA;NA;-1,66528398990288e-05;-0,0026893954112806;-0,00177356189013949
"temperatura_exterior_4";NA;NA;NA;NA;-0,0084118700475974;0,017189662006137;-0,00134452996756866
"energia_agua_refrigerada_4";NA;NA;NA;NA;0,0020960597273281;0,0253144464884089;0,0388128692104136
"radiacion_global_fachada_4";NA;NA;NA;NA;-0,000628441489159365;-0,00035660738554331;-0,000452104370714627
"temperatura_interior_5";NA;NA;NA;NA;NA;0,111445470637009;0,01113231047871
"ocupantes_conteo_robus3_5";NA;NA;NA;NA;NA;0,00433389896153661;0,0168425028134157
"temperatura_exterior_5";NA;NA;NA;NA;NA;-0,0156981559786838;0,00775765359570899
"energia_agua_refrigerada_5";NA;NA;NA;NA;NA;-0,0302315751059119;0,072080702611082
"radiacion_global_fachada_5";NA;NA;NA;NA;NA;-0,000377311710192282;-3,37908625755539e-05
"temperatura_interior_6";NA;NA;NA;NA;NA;NA;0,110638078960244
"ocupantes_conteo_robus3_6";NA;NA;NA;NA;NA;NA;-0,0116143594624788
"temperatura_exterior_6";NA;NA;NA;NA;NA;NA;-0,00929328654691257
"energia_agua_refrigerada_6";NA;NA;NA;NA;NA;NA;-0,148095900931609
"radiacion_global_fachada_6";NA;NA;NA;NA;NA;NA;-0,000417640400630866
"R2";0,997030795299744;0,999942120866685;0,999943791393209;0,999947338224387;0,999949821843382;0,999951005883398;0,999954677912528
"MAE";1,22249929303985;0,140130280571327;0,137253192146888;0,134826184102164;0,132638322663903;0,131812724281911;0,128337327208071
"Media residuales";0,075793279747617;0,000796114173618287;0,000858106937790904;0,000738000316462815;0,000579297921434326;0,000487039132756584;0,000372573069495975
"Desviación típica residuales";1,49246327784208;0,20865603140351;0,205636741748252;0,199057041379627;0,194312730865546;0,192010091078449;0,184675504862302
"Número de variables";4;9;14;19;24;29;34
"p-valor del parámetro menos significativo";0,250321677058397;0,893214169180853;0,915593522005318;0,938277766688492;0,997205751795813;0,983899005699641;0,946433808133174
