"";"Iteración 1";"Iteración 2";"Iteración 3";"Iteración 4";"Iteración 5";"Iteración 6";"Iteración 7"
"(Intercept)";0;0;0;0;0;0;0
"ocupantes_conteo_robus3";-0,109701007704267;-0,00104727246212238;-0,00310188298723496;0,000884859368144204;0,000611486782198309;0,00124483096616399;0,00171362624973966
"temperatura_exterior";1,01890468334386;0,00566491457687386;0,0116674840112637;0,00852509923549491;0,00573399377086689;0,00295011673268534;0,000418810170217453
"energia_agua_refrigerada";-0,190441999431628;NA;NA;NA;NA;NA;NA
"radiacion_global_fachada";-0,0117794094938129;0,000327097874708755;-0,000161278284639805;-0,000172985782869637;-0,000108139755141713;-6,00503404739559e-05;2,58388342177185e-06
"temperatura_interior_1";NA;0,991609020461338;1,11153425053119;1,12371044292089;1,10854203480889;1,09344008181947;1,08014992331463
"ocupantes_conteo_robus3_1";NA;-0,00988183474900451;0,00863518967176053;0,00118763253230434;0,00246185267030578;0,00172579252760774;0,00140193249786072
"temperatura_exterior_1";NA;0,00402406145994069;NA;NA;NA;NA;NA
"energia_agua_refrigerada_1";NA;NA;NA;NA;NA;NA;NA
"radiacion_global_fachada_1";NA;-0,000377489484334307;NA;NA;NA;NA;NA
"temperatura_interior_2";NA;NA;-0,121484255985082;-0,31910459553491;-0,291192983848101;-0,295514612814668;-0,304336256668947
"ocupantes_conteo_robus3_2";NA;NA;-0,0182583318968351;-0,000988619572153554;-0,00207969924502778;0,000276772802691271;0,000827566850806049
"temperatura_exterior_2";NA;NA;NA;NA;NA;NA;NA
"energia_agua_refrigerada_2";NA;NA;NA;NA;NA;NA;NA
"radiacion_global_fachada_2";NA;NA;NA;NA;NA;NA;NA
"temperatura_interior_3";NA;NA;NA;0,188982507666224;0,0946939053521537;0,128371749864178;0,13363136178426
"ocupantes_conteo_robus3_3";NA;NA;NA;-0,0161911993280289;-0,0162011565648494;-0,0189982678124807;-0,0199477902813291
"temperatura_exterior_3";NA;NA;NA;NA;NA;NA;NA
"energia_agua_refrigerada_3";NA;NA;NA;NA;NA;NA;NA
"radiacion_global_fachada_3";NA;NA;NA;NA;NA;NA;NA
"temperatura_interior_4";NA;NA;NA;NA;0,0842350691413159;-0,0422463656906893;-0,0154633805982854
"ocupantes_conteo_robus3_4";NA;NA;NA;NA;-4,73571798850629e-05;NA;NA
"temperatura_exterior_4";NA;NA;NA;NA;NA;NA;NA
"energia_agua_refrigerada_4";NA;NA;NA;NA;NA;NA;NA
"radiacion_global_fachada_4";NA;NA;NA;NA;NA;NA;NA
"temperatura_interior_5";NA;NA;NA;NA;NA;0,115022882339106;0,00847398830160326
"ocupantes_conteo_robus3_5";NA;NA;NA;NA;NA;NA;NA
"temperatura_exterior_5";NA;NA;NA;NA;NA;NA;NA
"energia_agua_refrigerada_5";NA;NA;NA;NA;NA;NA;NA
"radiacion_global_fachada_5";NA;NA;NA;NA;NA;NA;NA
"temperatura_interior_6";NA;NA;NA;NA;NA;NA;0,0990809730428805
"ocupantes_conteo_robus3_6";NA;NA;NA;NA;NA;NA;NA
"temperatura_exterior_6";NA;NA;NA;NA;NA;NA;NA
"energia_agua_refrigerada_6";NA;NA;NA;NA;NA;NA;NA
"radiacion_global_fachada_6";NA;NA;NA;NA;NA;NA;NA
"R2";0,997030795299744;0,999942032798158;0,999943550257192;0,999946011727269;0,999948013055008;0,999948729395121;0,999949645253432
"MAE";1,22249929303985;0,140293901227533;0,137170738678383;0,13529013789576;0,134099091318896;0,13383617301758;0,133082610990903
"Media residuales";0,075793279747617;0,000792856496411729;0,000882863653816413;0,000758294309091334;0,000637595352547955;0,000566529647793691;0,000494638371617999
"Desviación típica residuales";1,49246327784208;0,208814730636731;0,20607726550249;0,201548431705283;0,197783804030019;0,196420086875547;0,194658795232131
"Número de variables";4;7;7;9;11;11;12
